transaction_id,round_number,customer_id,promotion_shown,discount_rate,conversion,basket_size,base_price,price_charged,cost,contribution_profit,order_method,dine_in_takeout,time_of_day,day_of_week,is_finals_week,customer_type,loyalty_membership,weather,queue_length,repeat_visit_this_week,promotion_response_time
TXN_01467,1467,CUST_01188,bundle,0.12,0,0,0.0,0.0,0.0,0.0,kiosk,dine_in,afternoon,Wed,1,loyalty_member,1,cloudy,medium,5,3.9
TXN_01468,1468,CUST_02284,no_discount,0.0,1,1,6.69,6.69,3.41,3.28,counter,takeout,evening,Mon,0,returning,0,rainy,short,2,3.8
TXN_01469,1469,CUST_02219,discount_15,0.15,1,1,5.8,4.93,2.93,2.0,app,mobile_pickup,evening,Tue,1,loyalty_member,1,rainy,medium,5,1.7
TXN_01470,1470,CUST_02126,no_discount,0.0,0,0,0.0,0.0,0.0,0.0,counter,takeout,afternoon,Fri,0,returning,0,rainy,long,2,2.7
TXN_01471,1471,CUST_02796,bundle,0.12,0,0,0.0,0.0,0.0,0.0,app,dine_in,evening,Thu,0,returning,0,cloudy,medium,2,5.5
TXN_01472,1472,CUST_01345,discount_10,0.1,0,0,0.0,0.0,0.0,0.0,app,mobile_pickup,afternoon,Wed,0,loyalty_member,1,cloudy,medium,4,3.3
TXN_01473,1473,CUST_02262,discount_10,0.1,0,0,0.0,0.0,0.0,0.0,app,mobile_pickup,afternoon,Sun,0,loyalty_member,1,sunny,long,1,2.0
TXN_01474,1474,CUST_02422,no_discount,0.0,0,0,0.0,0.0,0.0,0.0,counter,takeout,afternoon,Mon,0,new,0,sunny,short,0,6.1
TXN_01475,1475,CUST_00599,discount_15,0.15,1,2,10.26,8.72,5.52,3.2,app,mobile_pickup,afternoon,Fri,1,loyalty_member,1,rainy,medium,2,3.4
TXN_01476,1476,CUST_00120,discount_15,0.15,1,1,4.74,4.03,2.53,1.5,counter,dine_in,afternoon,Fri,0,returning,0,sunny,long,3,4.6
TXN_01477,1477,CUST_01138,no_discount,0.0,0,0,0.0,0.0,0.0,0.0,counter,dine_in,morning,Thu,0,returning,0,sunny,short,2,6.4
TXN_01478,1478,CUST_02405,discount_15,0.15,1,2,13.65,11.6,7.8,3.8,app,mobile_pickup,evening,Tue,0,loyalty_member,1,sunny,medium,3,1.6
TXN_01479,1479,CUST_00817,discount_5,0.05,1,1,5.85,5.56,3.24,2.32,counter,takeout,morning,Thu,0,loyalty_member,1,sunny,short,3,6.3
TXN_01480,1480,CUST_01956,no_discount,0.0,0,0,0.0,0.0,0.0,0.0,kiosk,dine_in,morning,Thu,0,loyalty_member,1,rainy,short,5,2.9
TXN_01481,1481,CUST_00018,no_discount,0.0,0,0,0.0,0.0,0.0,0.0,kiosk,dine_in,morning,Mon,0,new,0,rainy,medium,0,2.4
TXN_01482,1482,CUST_01001,discount_15,0.15,0,0,0.0,0.0,0.0,0.0,kiosk,dine_in,afternoon,Tue,0,new,0,sunny,medium,0,1.9
TXN_01483,1483,CUST_01717,discount_5,0.05,0,0,0.0,0.0,0.0,0.0,counter,mobile_pickup,morning,Wed,0,returning,0,rainy,long,3,2.2
TXN_01484,1484,CUST_00368,discount_10,0.1,0,0,0.0,0.0,0.0,0.0,counter,takeout,evening,Wed,0,returning,0,cloudy,short,2,18.3
TXN_01485,1485,CUST_02517,discount_15,0.15,1,2,12.24,10.41,6.9,3.51,counter,takeout,afternoon,Mon,1,new,0,sunny,short,0,2.3
TXN_01486,1486,CUST_00437,no_discount,0.0,0,0,0.0,0.0,0.0,0.0,kiosk,dine_in,evening,Tue,0,new,0,sunny,short,1,4.5
TXN_01487,1487,CUST_02556,discount_5,0.05,0,0,0.0,0.0,0.0,0.0,counter,takeout,morning,Thu,0,returning,0,sunny,medium,0,3.7
TXN_01488,1488,CUST_00610,discount_5,0.05,0,0,0.0,0.0,0.0,0.0,counter,dine_in,afternoon,Fri,0,returning,0,sunny,long,6,6.8
TXN_01489,1489,CUST_02787,bundle,0.12,1,2,10.44,8.5,5.11,3.39,counter,dine_in,afternoon,Fri,0,returning,0,cloudy,short,3,13.5
TXN_01490,1490,CUST_01692,bundle,0.12,0,0,0.0,0.0,0.0,0.0,kiosk,dine_in,morning,Thu,1,loyalty_member,1,sunny,medium,2,3.3
TXN_01491,1491,CUST_00241,discount_10,0.1,1,3,16.72,15.04,9.32,5.72,app,mobile_pickup,afternoon,Mon,0,loyalty_member,1,rainy,medium,1,1.2
TXN_01492,1492,CUST_00185,bundle,0.12,0,0,0.0,0.0,0.0,0.0,kiosk,dine_in,evening,Tue,0,loyalty_member,1,cloudy,short,7,3.2
TXN_01493,1493,CUST_00214,no_discount,0.0,0,0,0.0,0.0,0.0,0.0,app,mobile_pickup,afternoon,Fri,1,loyalty_member,1,sunny,short,5,2.8
TXN_01494,1494,CUST_01653,bundle,0.12,0,0,0.0,0.0,0.0,0.0,counter,takeout,evening,Tue,0,new,0,cloudy,short,2,6.4
TXN_01495,1495,CUST_02269,no_discount,0.0,0,0,0.0,0.0,0.0,0.0,app,mobile_pickup,afternoon,Fri,0,returning,0,sunny,long,2,3.1
TXN_01496,1496,CUST_01133,bundle,0.12,0,0,0.0,0.0,0.0,0.0,counter,dine_in,morning,Fri,0,new,0,rainy,short,1,8.2
TXN_01497,1497,CUST_01255,discount_5,0.05,0,0,0.0,0.0,0.0,0.0,counter,dine_in,evening,Thu,0,new,0,cloudy,medium,0,4.1
TXN_01498,1498,CUST_01650,discount_10,0.1,0,0,0.0,0.0,0.0,0.0,kiosk,dine_in,evening,Tue,0,loyalty_member,1,rainy,medium,3,3.1
TXN_01499,1499,CUST_01495,discount_5,0.05,0,0,0.0,0.0,0.0,0.0,counter,mobile_pickup,afternoon,Mon,0,returning,0,cloudy,long,7,3.2
TXN_01500,1500,CUST_01925,discount_10,0.1,0,0,0.0,0.0,0.0,0.0,counter,mobile_pickup,morning,Fri,1,new,0,cloudy,medium,4,11.8
TXN_01501,1501,CUST_01329,no_discount,0.0,0,0,0.0,0.0,0.0,0.0,kiosk,dine_in,morning,Tue,0,new,0,cloudy,short,1,3.0
TXN_01502,1502,CUST_01996,bundle,0.12,0,0,0.0,0.0,0.0,0.0,counter,takeout,evening,Tue,0,loyalty_member,1,cloudy,long,7,12.6
TXN_01503,1503,CUST_02794,discount_10,0.1,0,0,0.0,0.0,0.0,0.0,kiosk,dine_in,morning,Mon,0,loyalty_member,1,sunny,medium,2,2.1
TXN_01504,1504,CUST_00988,no_discount,0.0,0,0,0.0,0.0,0.0,0.0,kiosk,takeout,morning,Fri,0,new,0,sunny,short,1,2.7
TXN_01505,1505,CUST_00030,discount_15,0.15,0,0,0.0,0.0,0.0,0.0,counter,takeout,afternoon,Sun,0,returning,0,cloudy,long,2,6.0
TXN_01506,1506,CUST_00357,discount_5,0.05,0,0,0.0,0.0,0.0,0.0,kiosk,dine_in,evening,Thu,1,loyalty_member,1,cloudy,medium,3,2.8
TXN_01507,1507,CUST_01557,no_discount,0.0,0,0,0.0,0.0,0.0,0.0,app,mobile_pickup,afternoon,Wed,0,loyalty_member,1,sunny,medium,5,2.1
TXN_01508,1508,CUST_00971,no_discount,0.0,0,0,0.0,0.0,0.0,0.0,kiosk,takeout,afternoon,Thu,0,new,0,cloudy,medium,4,1.4
TXN_01509,1509,CUST_02639,discount_5,0.05,1,3,15.85,15.06,8.82,6.24,app,mobile_pickup,afternoon,Wed,0,loyalty_member,1,sunny,short,5,1.1
TXN_01510,1510,CUST_01753,discount_5,0.05,0,0,0.0,0.0,0.0,0.0,app,dine_in,evening,Tue,0,loyalty_member,1,cloudy,short,2,3.2
TXN_01511,1511,CUST_01459,bundle,0.12,0,0,0.0,0.0,0.0,0.0,app,mobile_pickup,afternoon,Sun,0,loyalty_member,1,sunny,medium,3,3.4
TXN_01512,1512,CUST_02235,discount_5,0.05,1,2,10.89,10.35,5.44,4.91,app,mobile_pickup,morning,Sun,0,returning,0,cloudy,short,2,1.4
TXN_01513,1513,CUST_00724,discount_15,0.15,1,1,6.99,5.94,3.36,2.58,kiosk,takeout,morning,Fri,0,loyalty_member,1,cloudy,short,5,2.9
TXN_01514,1514,CUST_02297,discount_10,0.1,1,2,8.54,7.69,4.41,3.28,counter,takeout,morning,Mon,0,returning,0,sunny,medium,3,2.0
TXN_01515,1515,CUST_00007,discount_10,0.1,1,3,19.43,17.49,10.62,6.87,kiosk,dine_in,morning,Wed,0,loyalty_member,1,sunny,short,5,4.2
TXN_01516,1516,CUST_01730,discount_15,0.15,1,1,6.11,5.19,3.45,1.74,counter,dine_in,afternoon,Tue,0,returning,0,sunny,long,4,10.2
TXN_01517,1517,CUST_02623,discount_5,0.05,0,0,0.0,0.0,0.0,0.0,counter,dine_in,morning,Thu,0,new,0,sunny,medium,0,2.0
TXN_01518,1518,CUST_02206,discount_10,0.1,0,0,0.0,0.0,0.0,0.0,app,mobile_pickup,evening,Wed,0,returning,0,rainy,short,3,3.4
TXN_01519,1519,CUST_02397,discount_15,0.15,1,1,4.38,3.73,2.31,1.42,counter,dine_in,morning,Wed,0,new,0,sunny,long,0,2.1
TXN_01520,1520,CUST_01117,bundle,0.12,0,0,0.0,0.0,0.0,0.0,app,takeout,evening,Sun,0,new,0,sunny,long,4,7.9
TXN_01521,1521,CUST_02310,discount_5,0.05,1,2,12.4,11.78,7.44,4.34,kiosk,dine_in,morning,Sun,0,loyalty_member,1,cloudy,short,4,11.1
TXN_01522,1522,CUST_01548,discount_5,0.05,1,2,12.13,11.52,6.61,4.91,counter,takeout,afternoon,Tue,0,loyalty_member,1,cloudy,long,9,5.3
TXN_01523,1523,CUST_01727,discount_5,0.05,1,1,5.2,4.94,2.87,2.07,counter,dine_in,evening,Fri,1,returning,0,cloudy,medium,2,2.4
TXN_01524,1524,CUST_00170,bundle,0.12,0,0,0.0,0.0,0.0,0.0,app,mobile_pickup,evening,Sat,0,loyalty_member,1,sunny,short,6,2.5
TXN_01525,1525,CUST_00572,discount_15,0.15,1,2,11.28,9.59,5.98,3.61,counter,takeout,morning,Sun,0,loyalty_member,1,cloudy,medium,2,4.4
TXN_01526,1526,CUST_01548,discount_15,0.15,0,0,0.0,0.0,0.0,0.0,kiosk,takeout,evening,Fri,0,loyalty_member,1,rainy,long,2,6.4
TXN_01527,1527,CUST_00170,discount_15,0.15,1,2,10.19,8.67,5.68,2.99,app,dine_in,evening,Mon,0,loyalty_member,1,sunny,short,2,1.2
TXN_01528,1528,CUST_02075,no_discount,0.0,0,0,0.0,0.0,0.0,0.0,kiosk,dine_in,afternoon,Fri,0,returning,0,cloudy,medium,3,3.2
TXN_01529,1529,CUST_02357,discount_10,0.1,0,0,0.0,0.0,0.0,0.0,kiosk,takeout,afternoon,Thu,1,returning,0,sunny,short,3,6.8
TXN_01530,1530,CUST_02588,bundle,0.12,0,0,0.0,0.0,0.0,0.0,kiosk,dine_in,afternoon,Tue,0,new,0,sunny,short,1,5.5
TXN_01531,1531,CUST_00294,discount_5,0.05,0,0,0.0,0.0,0.0,0.0,kiosk,takeout,morning,Sun,1,new,0,sunny,medium,0,2.8
TXN_01532,1532,CUST_02639,bundle,0.12,1,3,16.83,10.37,6.36,4.01,app,mobile_pickup,morning,Fri,0,loyalty_member,1,sunny,short,5,6.0
TXN_01533,1533,CUST_00192,discount_15,0.15,0,0,0.0,0.0,0.0,0.0,counter,dine_in,morning,Sun,0,new,0,cloudy,medium,1,3.7
TXN_01534,1534,CUST_01335,discount_10,0.1,0,0,0.0,0.0,0.0,0.0,kiosk,takeout,afternoon,Mon,0,loyalty_member,1,cloudy,long,3,1.8
TXN_01535,1535,CUST_02358,discount_15,0.15,1,2,11.37,9.66,5.73,3.93,app,mobile_pickup,morning,Sat,0,returning,0,rainy,short,1,1.5
TXN_01536,1536,CUST_00200,discount_5,0.05,0,0,0.0,0.0,0.0,0.0,kiosk,dine_in,morning,Thu,0,returning,0,rainy,short,2,9.9
TXN_01537,1537,CUST_00047,discount_15,0.15,0,0,0.0,0.0,0.0,0.0,counter,takeout,morning,Tue,0,returning,0,rainy,short,1,8.0
TXN_01538,1538,CUST_00068,discount_10,0.1,1,1,6.4,5.76,3.3,2.46,kiosk,dine_in,afternoon,Sat,0,returning,0,cloudy,medium,2,4.9
TXN_01539,1539,CUST_01432,bundle,0.12,0,0,0.0,0.0,0.0,0.0,counter,mobile_pickup,afternoon,Sat,0,returning,0,sunny,short,1,8.2
TXN_01540,1540,CUST_02274,discount_5,0.05,0,0,0.0,0.0,0.0,0.0,app,mobile_pickup,evening,Thu,0,loyalty_member,1,cloudy,medium,4,3.4
TXN_01541,1541,CUST_00361,bundle,0.12,1,3,17.33,10.35,6.03,4.32,counter,takeout,evening,Sun,0,loyalty_member,1,rainy,long,6,3.2
TXN_01542,1542,CUST_00355,discount_15,0.15,0,0,0.0,0.0,0.0,0.0,app,mobile_pickup,evening,Sat,1,returning,0,cloudy,short,1,1.7
TXN_01543,1543,CUST_01594,discount_5,0.05,0,0,0.0,0.0,0.0,0.0,app,mobile_pickup,morning,Thu,0,returning,0,cloudy,medium,1,1.9
TXN_01544,1544,CUST_00657,discount_10,0.1,1,2,12.87,11.58,6.19,5.39,counter,dine_in,afternoon,Mon,1,loyalty_member,1,sunny,medium,7,4.9
TXN_01545,1545,CUST_02045,discount_5,0.05,1,2,11.87,11.28,6.93,4.35,counter,dine_in,afternoon,Thu,0,loyalty_member,1,rainy,short,4,5.4
TXN_01546,1546,CUST_02662,no_discount,0.0,1,1,4.52,4.52,2.45,2.07,counter,takeout,morning,Wed,1,returning,0,cloudy,medium,2,7.5
TXN_01547,1547,CUST_02146,discount_10,0.1,0,0,0.0,0.0,0.0,0.0,app,dine_in,morning,Thu,0,loyalty_member,1,cloudy,medium,2,6.5
TXN_01548,1548,CUST_02464,bundle,0.12,0,0,0.0,0.0,0.0,0.0,app,takeout,evening,Mon,0,returning,0,rainy,short,1,6.3
TXN_01549,1549,CUST_01455,bundle,0.12,0,0,0.0,0.0,0.0,0.0,kiosk,dine_in,afternoon,Sat,1,returning,0,sunny,medium,1,8.5
TXN_01550,1550,CUST_02334,discount_5,0.05,1,1,4.58,4.35,2.31,2.04,kiosk,takeout,afternoon,Sat,1,new,0,sunny,short,0,4.4
TXN_01551,1551,CUST_00519,discount_5,0.05,0,0,0.0,0.0,0.0,0.0,counter,dine_in,afternoon,Fri,0,new,0,rainy,medium,0,4.2
TXN_01552,1552,CUST_00194,discount_5,0.05,0,0,0.0,0.0,0.0,0.0,kiosk,dine_in,evening,Sat,0,loyalty_member,1,sunny,medium,8,4.0
TXN_01553,1553,CUST_01834,discount_5,0.05,1,2,11.93,11.33,7.04,4.29,kiosk,takeout,evening,Tue,0,new,0,sunny,long,1,3.0
TXN_01554,1554,CUST_00151,discount_15,0.15,0,0,0.0,0.0,0.0,0.0,app,takeout,evening,Thu,0,loyalty_member,1,rainy,short,4,0.9
TXN_01555,1555,CUST_02505,discount_5,0.05,1,1,6.13,5.82,3.01,2.81,counter,dine_in,morning,Fri,0,new,0,sunny,medium,0,10.7
TXN_01556,1556,CUST_01935,discount_10,0.1,0,0,0.0,0.0,0.0,0.0,counter,takeout,afternoon,Fri,0,returning,0,rainy,medium,1,3.6
TXN_01557,1557,CUST_02669,bundle,0.12,0,0,0.0,0.0,0.0,0.0,counter,dine_in,morning,Thu,0,returning,0,rainy,short,1,4.7
TXN_01558,1558,CUST_00886,bundle,0.12,1,3,17.16,9.38,5.54,3.84,counter,takeout,evening,Wed,0,returning,0,sunny,medium,4,4.7
TXN_01559,1559,CUST_01369,discount_10,0.1,1,1,6.86,6.18,3.22,2.96,kiosk,takeout,morning,Fri,0,new,0,sunny,short,1,3.5
TXN_01560,1560,CUST_02076,discount_5,0.05,0,0,0.0,0.0,0.0,0.0,app,mobile_pickup,afternoon,Mon,0,returning,0,sunny,medium,7,1.9
TXN_01561,1561,CUST_00681,discount_10,0.1,0,0,0.0,0.0,0.0,0.0,app,mobile_pickup,evening,Mon,0,new,0,sunny,medium,1,1.7
TXN_01562,1562,CUST_01522,discount_10,0.1,1,2,10.3,9.27,4.67,4.6,counter,takeout,afternoon,Wed,0,returning,0,sunny,short,1,1.4
TXN_01563,1563,CUST_01846,bundle,0.12,0,0,0.0,0.0,0.0,0.0,kiosk,takeout,morning,Thu,0,returning,0,rainy,short,1,5.0
TXN_01564,1564,CUST_02744,no_discount,0.0,1,2,9.26,9.26,5.53,3.73,app,mobile_pickup,morning,Wed,1,loyalty_member,1,rainy,medium,6,4.7
TXN_01565,1565,CUST_02086,no_discount,0.0,1,1,4.13,4.13,1.98,2.15,kiosk,dine_in,afternoon,Fri,0,new,0,cloudy,long,3,5.2
TXN_01566,1566,CUST_00338,bundle,0.12,1,2,10.1,8.5,5.03,3.47,kiosk,dine_in,afternoon,Sun,0,returning,0,sunny,short,1,2.5
TXN_01567,1567,CUST_01337,discount_10,0.1,0,0,0.0,0.0,0.0,0.0,app,mobile_pickup,afternoon,Mon,0,new,0,sunny,short,0,2.4
TXN_01568,1568,CUST_01650,no_discount,0.0,0,0,0.0,0.0,0.0,0.0,kiosk,takeout,morning,Thu,0,loyalty_member,1,rainy,medium,4,4.8
TXN_01569,1569,CUST_00411,discount_10,0.1,0,0,0.0,0.0,0.0,0.0,app,mobile_pickup,afternoon,Sun,0,returning,0,sunny,short,6,4.1
TXN_01570,1570,CUST_01212,discount_5,0.05,1,3,17.5,16.63,10.9,5.73,app,dine_in,afternoon,Sun,0,loyalty_member,1,sunny,short,7,1.3
TXN_01571,1571,CUST_00803,discount_15,0.15,0,0,0.0,0.0,0.0,0.0,kiosk,takeout,evening,Thu,0,loyalty_member,1,sunny,short,7,1.9
TXN_01572,1572,CUST_00340,no_discount,0.0,1,1,7.08,7.08,3.88,3.2,app,mobile_pickup,afternoon,Fri,0,loyalty_member,1,cloudy,medium,5,1.2
TXN_01573,1573,CUST_01436,discount_10,0.1,0,0,0.0,0.0,0.0,0.0,app,mobile_pickup,evening,Tue,0,loyalty_member,1,cloudy,long,6,4.4
TXN_01574,1574,CUST_00465,discount_5,0.05,0,0,0.0,0.0,0.0,0.0,counter,dine_in,morning,Sat,0,returning,0,rainy,medium,5,2.1
TXN_01575,1575,CUST_01655,discount_15,0.15,1,2,11.53,9.8,5.74,4.06,counter,takeout,evening,Sun,0,loyalty_member,1,sunny,medium,5,2.3
TXN_01576,1576,CUST_00479,bundle,0.12,0,0,0.0,0.0,0.0,0.0,kiosk,dine_in,evening,Wed,0,returning,0,sunny,short,4,4.0
TXN_01577,1577,CUST_02027,discount_10,0.1,1,2,14.41,12.97,6.68,6.29,app,dine_in,afternoon,Tue,0,loyalty_member,1,sunny,short,4,5.1
TXN_01578,1578,CUST_00552,discount_5,0.05,0,0,0.0,0.0,0.0,0.0,kiosk,mobile_pickup,evening,Mon,1,new,0,sunny,medium,1,2.9
TXN_01579,1579,CUST_02516,bundle,0.12,1,2,13.38,8.5,4.96,3.54,app,mobile_pickup,evening,Wed,1,loyalty_member,1,cloudy,medium,7,3.5
TXN_01580,1580,CUST_00073,discount_10,0.1,1,3,19.72,17.74,10.5,7.24,kiosk,takeout,evening,Wed,0,loyalty_member,1,sunny,medium,1,1.5
TXN_01581,1581,CUST_01462,discount_10,0.1,1,2,10.45,9.41,5.06,4.35,kiosk,mobile_pickup,evening,Thu,0,returning,0,cloudy,short,2,3.0
TXN_01582,1582,CUST_00905,bundle,0.12,1,2,9.02,8.5,4.96,3.54,counter,dine_in,evening,Thu,1,loyalty_member,1,cloudy,short,6,1.5
TXN_01583,1583,CUST_00631,no_discount,0.0,1,1,6.79,6.79,3.82,2.97,app,mobile_pickup,morning,Sat,0,loyalty_member,1,sunny,short,6,2.3
TXN_01584,1584,CUST_01328,no_discount,0.0,1,2,9.62,9.62,4.76,4.86,app,dine_in,morning,Sat,0,returning,0,sunny,short,4,1.6
TXN_01585,1585,CUST_02362,discount_15,0.15,1,1,6.15,5.23,3.33,1.9,counter,takeout,afternoon,Wed,1,new,0,rainy,short,2,4.6
TXN_01586,1586,CUST_02574,bundle,0.12,1,3,15.32,9.72,6.07,3.65,counter,dine_in,afternoon,Fri,0,loyalty_member,1,sunny,medium,1,2.7
TXN_01587,1587,CUST_00858,discount_10,0.1,1,1,4.42,3.98,1.96,2.02,app,mobile_pickup,morning,Thu,0,loyalty_member,1,cloudy,short,2,4.3
TXN_01588,1588,CUST_00432,bundle,0.12,0,0,0.0,0.0,0.0,0.0,app,mobile_pickup,afternoon,Fri,0,loyalty_member,1,rainy,medium,1,2.3
TXN_01589,1589,CUST_02015,discount_10,0.1,1,2,14.44,12.99,7.28,5.71,app,mobile_pickup,morning,Fri,0,returning,0,sunny,medium,2,2.0
TXN_01590,1590,CUST_01632,discount_10,0.1,0,0,0.0,0.0,0.0,0.0,counter,takeout,evening,Sat,0,loyalty_member,1,cloudy,short,3,3.2
TXN_01591,1591,CUST_00571,no_discount,0.0,0,0,0.0,0.0,0.0,0.0,kiosk,takeout,evening,Tue,0,returning,0,cloudy,short,2,4.3
TXN_01592,1592,CUST_02135,no_discount,0.0,1,1,7.07,7.07,3.19,3.88,counter,takeout,morning,Sat,0,returning,0,sunny,short,1,4.8
TXN_01593,1593,CUST_01454,discount_10,0.1,1,2,11.49,10.34,5.51,4.83,kiosk,dine_in,morning,Tue,0,loyalty_member,1,sunny,short,2,2.0
TXN_01594,1594,CUST_01828,discount_15,0.15,1,1,5.67,4.82,3.14,1.68,app,mobile_pickup,evening,Fri,1,returning,0,sunny,long,3,2.9
TXN_01595,1595,CUST_01014,discount_10,0.1,0,0,0.0,0.0,0.0,0.0,app,mobile_pickup,afternoon,Sun,0,loyalty_member,1,sunny,short,4,3.1
TXN_01596,1596,CUST_01236,discount_15,0.15,0,0,0.0,0.0,0.0,0.0,counter,dine_in,afternoon,Thu,0,new,0,sunny,long,0,12.2
TXN_01597,1597,CUST_00510,discount_5,0.05,0,0,0.0,0.0,0.0,0.0,app,takeout,evening,Sat,0,new,0,cloudy,short,3,4.7
TXN_01598,1598,CUST_02124,discount_10,0.1,1,2,12.02,10.82,5.76,5.06,app,mobile_pickup,evening,Sat,0,new,0,sunny,medium,1,2.9
TXN_01599,1599,CUST_00440,no_discount,0.0,0,0,0.0,0.0,0.0,0.0,counter,mobile_pickup,morning,Fri,0,returning,0,cloudy,short,2,9.2
TXN_01600,1600,CUST_02180,bundle,0.12,1,3,18.92,10.05,6.29,3.76,app,dine_in,afternoon,Mon,0,loyalty_member,1,sunny,medium,3,1.1
TXN_01601,1601,CUST_02235,discount_5,0.05,0,0,0.0,0.0,0.0,0.0,counter,takeout,evening,Mon,0,returning,0,cloudy,long,4,11.6
TXN_01602,1602,CUST_02092,discount_5,0.05,0,0,0.0,0.0,0.0,0.0,counter,dine_in,morning,Sun,0,loyalty_member,1,sunny,medium,5,4.5
TXN_01603,1603,CUST_00052,discount_10,0.1,1,1,6.62,5.96,3.49,2.47,app,mobile_pickup,afternoon,Fri,0,new,0,cloudy,long,0,2.4
TXN_01604,1604,CUST_00773,no_discount,0.0,1,2,10.57,10.57,5.7,4.87,kiosk,dine_in,evening,Thu,0,returning,0,cloudy,medium,5,3.0
TXN_01605,1605,CUST_01320,discount_15,0.15,1,2,12.58,10.7,7.01,3.69,app,mobile_pickup,morning,Mon,0,loyalty_member,1,sunny,short,4,3.2
TXN_01606,1606,CUST_01667,discount_15,0.15,0,0,0.0,0.0,0.0,0.0,app,takeout,afternoon,Mon,1,loyalty_member,1,rainy,medium,1,1.9
TXN_01607,1607,CUST_02583,discount_15,0.15,1,2,9.51,8.09,5.56,2.53,kiosk,takeout,morning,Fri,0,new,0,cloudy,medium,1,3.7
TXN_01608,1608,CUST_01061,discount_10,0.1,0,0,0.0,0.0,0.0,0.0,app,mobile_pickup,morning,Tue,0,loyalty_member,1,cloudy,long,4,4.3
TXN_01609,1609,CUST_02457,no_discount,0.0,0,0,0.0,0.0,0.0,0.0,counter,mobile_pickup,morning,Wed,0,returning,0,cloudy,short,2,7.5
TXN_01610,1610,CUST_00459,no_discount,0.0,0,0,0.0,0.0,0.0,0.0,counter,takeout,afternoon,Sat,0,loyalty_member,1,sunny,long,5,2.4
TXN_01611,1611,CUST_01048,discount_5,0.05,0,0,0.0,0.0,0.0,0.0,app,takeout,afternoon,Wed,0,loyalty_member,1,cloudy,long,5,2.8
TXN_01612,1612,CUST_00152,discount_5,0.05,0,0,0.0,0.0,0.0,0.0,app,takeout,evening,Thu,0,loyalty_member,1,sunny,long,1,5.2
TXN_01613,1613,CUST_02077,discount_5,0.05,1,2,11.93,11.33,6.5,4.83,app,mobile_pickup,evening,Mon,0,loyalty_member,1,cloudy,medium,8,4.2
TXN_01614,1614,CUST_00423,discount_10,0.1,0,0,0.0,0.0,0.0,0.0,counter,takeout,evening,Thu,0,new,0,rainy,medium,1,3.2
TXN_01615,1615,CUST_00719,no_discount,0.0,0,0,0.0,0.0,0.0,0.0,counter,takeout,evening,Fri,0,returning,0,cloudy,short,3,11.8
TXN_01616,1616,CUST_02171,discount_15,0.15,0,0,0.0,0.0,0.0,0.0,kiosk,mobile_pickup,morning,Tue,0,returning,0,sunny,short,1,4.4
TXN_01617,1617,CUST_01500,discount_10,0.1,0,0,0.0,0.0,0.0,0.0,counter,takeout,afternoon,Thu,0,returning,0,cloudy,short,2,2.2
TXN_01618,1618,CUST_00035,discount_15,0.15,1,2,13.29,11.3,7.23,4.07,app,dine_in,evening,Thu,0,returning,0,sunny,short,6,3.0
TXN_01619,1619,CUST_00006,discount_15,0.15,1,2,10.13,8.61,5.41,3.2,counter,takeout,evening,Sat,0,loyalty_member,1,rainy,long,5,4.0
TXN_01620,1620,CUST_01431,discount_10,0.1,0,0,0.0,0.0,0.0,0.0,counter,takeout,afternoon,Wed,1,loyalty_member,1,sunny,medium,4,2.8
TXN_01621,1621,CUST_00862,bundle,0.12,0,0,0.0,0.0,0.0,0.0,counter,dine_in,afternoon,Sun,0,returning,0,cloudy,medium,2,2.1
TXN_01622,1622,CUST_00510,discount_15,0.15,0,0,0.0,0.0,0.0,0.0,kiosk,takeout,evening,Thu,1,new,0,cloudy,medium,0,3.8
TXN_01623,1623,CUST_01713,bundle,0.12,1,2,9.04,8.5,5.3,3.2,kiosk,dine_in,afternoon,Mon,1,loyalty_member,1,sunny,medium,7,4.4
TXN_01624,1624,CUST_00640,discount_15,0.15,1,1,6.12,5.2,3.43,1.77,app,mobile_pickup,evening,Mon,0,loyalty_member,1,cloudy,long,3,3.4
TXN_01625,1625,CUST_01660,no_discount,0.0,1,1,6.73,6.73,3.32,3.41,kiosk,dine_in,evening,Sun,0,new,0,sunny,long,1,3.7
TXN_01626,1626,CUST_01072,no_discount,0.0,0,0,0.0,0.0,0.0,0.0,kiosk,dine_in,afternoon,Mon,0,returning,0,rainy,medium,4,1.9
TXN_01627,1627,CUST_00528,bundle,0.12,1,3,17.38,10.09,6.14,3.95,app,mobile_pickup,morning,Sat,0,loyalty_member,1,rainy,short,7,4.2
TXN_01628,1628,CUST_00390,discount_10,0.1,1,2,11.85,10.67,5.53,5.14,counter,takeout,evening,Sun,0,loyalty_member,1,cloudy,short,5,4.6
TXN_01629,1629,CUST_00664,discount_5,0.05,0,0,0.0,0.0,0.0,0.0,kiosk,takeout,evening,Sat,0,new,0,sunny,long,1,0.7
TXN_01630,1630,CUST_00083,no_discount,0.0,0,0,0.0,0.0,0.0,0.0,kiosk,takeout,morning,Wed,1,loyalty_member,1,sunny,medium,9,2.5
TXN_01631,1631,CUST_00869,discount_10,0.1,0,0,0.0,0.0,0.0,0.0,app,takeout,evening,Tue,0,new,0,cloudy,long,0,5.3
TXN_01632,1632,CUST_02532,discount_15,0.15,0,0,0.0,0.0,0.0,0.0,counter,takeout,morning,Tue,0,returning,0,sunny,short,2,9.1
